agent_id,source_agent_id,agent_name,agent_role,channel_id,agency_id,team_name,hire_date
AGT_00036,SRC_AGT_00036,Philippe Daniel,SALES,CH_BRANCH,AGY_006,Equipe commerciale Marseille,2015-08-31
AGT_00037,SRC_AGT_00037,Thibaut Daniel,SALES,CH_BRANCH,AGY_006,Equipe commerciale Marseille,2022-05-14
AGT_00038,SRC_AGT_00038,Luc Guillou,SERVICE,CH_CALL_CENTER,AGY_006,Equipe service Marseille,2020-07-05
AGT_00039,SRC_AGT_00039,Bernadette Marie,SERVICE,CH_CALL_CENTER,AGY_006,Equipe service Marseille,2018-01-20
AGT_00040,SRC_AGT_00040,Thierry Leclerc,CLAIMS,CH_CALL_CENTER,AGY_006,Equipe sinistres Marseille,2016-12-04
AGT_00041,SRC_AGT_00041,Diane Bertin,RETENTION,CH_RETENTION_OUTBOUND,AGY_006,Equipe retention Marseille,2019-04-10
AGT_00042,SRC_AGT_00042,Suzanne Aubert,HYBRID,CH_BROKER,AGY_006,Equipe courtage Marseille,2013-04-03
AGT_00043,SRC_AGT_00043,Camille Monnier,SALES,CH_BRANCH,AGY_007,Equipe commerciale Nice,2017-02-19
AGT_00044,SRC_AGT_00044,Brigitte Joseph,SALES,CH_BRANCH,AGY_007,Equipe commerciale Nice,2012-09-19
AGT_00045,SRC_AGT_00045,Olivier Marty,SERVICE,CH_CALL_CENTER,AGY_007,Equipe service Nice,2019-01-28
AGT_00046,SRC_AGT_00046,Daniel de Neveu,SERVICE,CH_CALL_CENTER,AGY_007,Equipe service Nice,2020-12-30
AGT_00047,SRC_AGT_00047,Laurent Roussel-Delmas,CLAIMS,CH_CALL_CENTER,AGY_007,Equipe sinistres Nice,2018-01-02
AGT_00048,SRC_AGT_00048,Daniel Gros de la Simon,RETENTION,CH_RETENTION_OUTBOUND,AGY_007,Equipe retention Nice,2013-06-26
AGT_00049,SRC_AGT_00049,Laurent Le Gilles,HYBRID,CH_BROKER,AGY_007,Equipe courtage Nice,2016-09-24
AGT_00050,SRC_AGT_00050,Odette Pruvost,SALES,CH_BRANCH,AGY_008,Equipe commerciale Toulouse,2019-01-21
AGT_00051,SRC_AGT_00051,Joseph Pineau-Pinto,SALES,CH_BRANCH,AGY_008,Equipe commerciale Toulouse,2016-10-07
AGT_00052,SRC_AGT_00052,Théophile Le Delaunay,SERVICE,CH_CALL_CENTER,AGY_008,Equipe service Toulouse,2023-03-13
AGT_00053,SRC_AGT_00053,Isaac Sanchez de la Aubert,SERVICE,CH_CALL_CENTER,AGY_008,Equipe service Toulouse,2020-11-15
AGT_00054,SRC_AGT_00054,Luc Neveu-Joubert,CLAIMS,CH_CALL_CENTER,AGY_008,Equipe sinistres Toulouse,2022-04-16
AGT_00055,SRC_AGT_00055,Théodore Godard,RETENTION,CH_RETENTION_OUTBOUND,AGY_008,Equipe retention Toulouse,2015-03-16
AGT_00056,SRC_AGT_00056,Charles-Guy Bonnet,HYBRID,CH_BROKER,AGY_008,Equipe courtage Toulouse,2017-12-09
AGT_00057,SRC_AGT_00057,Jérôme Martineau de Richard,SALES,CH_BRANCH,AGY_009,Equipe commerciale Montpellier,2015-02-17
AGT_00058,SRC_AGT_00058,Benoît-Arthur De Sousa,SALES,CH_BRANCH,AGY_009,Equipe commerciale Montpellier,2017-07-13
AGT_00059,SRC_AGT_00059,Valérie Clerc,SERVICE,CH_CALL_CENTER,AGY_009,Equipe service Montpellier,2017-11-22
AGT_00060,SRC_AGT_00060,Célina Vidal,SERVICE,CH_CALL_CENTER,AGY_009,Equipe service Montpellier,2021-08-10
AGT_00061,SRC_AGT_00061,Adrien Diaz,CLAIMS,CH_CALL_CENTER,AGY_009,Equipe sinistres Montpellier,2020-12-15
AGT_00062,SRC_AGT_00062,Dorothée-Charlotte Guyon,RETENTION,CH_RETENTION_OUTBOUND,AGY_009,Equipe retention Montpellier,2020-02-13
AGT_00063,SRC_AGT_00063,Marie Lecomte,HYBRID,CH_BROKER,AGY_009,Equipe courtage Montpellier,2016-12-01
AGT_00064,SRC_AGT_00064,Éric de Fleury,SALES,CH_BRANCH,AGY_010,Equipe commerciale Bordeaux,2015-02-07
AGT_00065,SRC_AGT_00065,Danielle-Adrienne Jacquet,SALES,CH_BRANCH,AGY_010,Equipe commerciale Bordeaux,2023-06-06
AGT_00066,SRC_AGT_00066,Benoît Lucas,SERVICE,CH_CALL_CENTER,AGY_010,Equipe service Bordeaux,2023-01-25
AGT_00067,SRC_AGT_00067,Margaud Garcia,SERVICE,CH_CALL_CENTER,AGY_010,Equipe service Bordeaux,2014-01-14
AGT_00068,SRC_AGT_00068,Jules Faure,CLAIMS,CH_CALL_CENTER,AGY_010,Equipe sinistres Bordeaux,2013-01-20
AGT_00069,SRC_AGT_00069,Christelle Gaudin,RETENTION,CH_RETENTION_OUTBOUND,AGY_010,Equipe retention Bordeaux,2014-06-17
AGT_00070,SRC_AGT_00070,Caroline Maurice,HYBRID,CH_BROKER,AGY_010,Equipe courtage Bordeaux,2015-06-06
AGT_00071,SRC_AGT_00071,Thierry Clerc,SALES,CH_BRANCH,AGY_011,Equipe commerciale Limoges,2015-08-03
AGT_00072,SRC_AGT_00072,Roger Seguin-Jourdan,SALES,CH_BRANCH,AGY_011,Equipe commerciale Limoges,2021-06-20
AGT_00073,SRC_AGT_00073,Noël Gosselin,SERVICE,CH_CALL_CENTER,AGY_011,Equipe service Limoges,2013-06-04
AGT_00074,SRC_AGT_00074,Valérie Cohen-Brunel,SERVICE,CH_CALL_CENTER,AGY_011,Equipe service Limoges,2020-08-18
AGT_00075,SRC_AGT_00075,Caroline Mallet,CLAIMS,CH_CALL_CENTER,AGY_011,Equipe sinistres Limoges,2020-07-23
AGT_00076,SRC_AGT_00076,Christine Colin,RETENTION,CH_RETENTION_OUTBOUND,AGY_011,Equipe retention Limoges,2022-07-01
AGT_00077,SRC_AGT_00077,Zacharie-Thibault Sauvage,HYBRID,CH_BROKER,AGY_011,Equipe courtage Limoges,2023-11-13
AGT_00078,SRC_AGT_00078,Martin Fournier,SALES,CH_BRANCH,AGY_012,Equipe commerciale Lille,2017-08-21
AGT_00079,SRC_AGT_00079,Édith Arnaud,SALES,CH_BRANCH,AGY_012,Equipe commerciale Lille,2012-04-04
AGT_00080,SRC_AGT_00080,Frédéric-Lucas Lopez,SERVICE,CH_CALL_CENTER,AGY_012,Equipe service Lille,2014-07-27
AGT_00081,SRC_AGT_00081,Noël Morvan du Pasquier,SERVICE,CH_CALL_CENTER,AGY_012,Equipe service Lille,2017-12-25
AGT_00082,SRC_AGT_00082,Martin Bertrand,CLAIMS,CH_CALL_CENTER,AGY_012,Equipe sinistres Lille,2019-08-18
AGT_00083,SRC_AGT_00083,Élisabeth Lopes,RETENTION,CH_RETENTION_OUTBOUND,AGY_012,Equipe retention Lille,2014-07-02
AGT_00084,SRC_AGT_00084,Michèle Da Costa,HYBRID,CH_BROKER,AGY_012,Equipe courtage Lille,2018-08-01
AGT_00085,SRC_AGT_00085,Maggie Le Goff,SALES,CH_BRANCH,AGY_013,Equipe commerciale Amiens,2021-10-01
AGT_00086,SRC_AGT_00086,Alix Leblanc,SALES,CH_BRANCH,AGY_013,Equipe commerciale Amiens,2015-07-19
AGT_00087,SRC_AGT_00087,Suzanne Potier-Joubert,SERVICE,CH_CALL_CENTER,AGY_013,Equipe service Amiens,2022-03-05
AGT_00088,SRC_AGT_00088,Maggie Pires,SERVICE,CH_CALL_CENTER,AGY_013,Equipe service Amiens,2012-01-27
AGT_00089,SRC_AGT_00089,Élise Klein,CLAIMS,CH_CALL_CENTER,AGY_013,Equipe sinistres Amiens,2017-11-27
AGT_00090,SRC_AGT_00090,Célina Labbé,RETENTION,CH_RETENTION_OUTBOUND,AGY_013,Equipe retention Amiens,2023-03-24
AGT_00091,SRC_AGT_00091,Agnès Pelletier du Jacques,HYBRID,CH_BROKER,AGY_013,Equipe courtage Amiens,2016-01-03
AGT_00092,SRC_AGT_00092,Margaret Moreno,SALES,CH_BRANCH,AGY_014,Equipe commerciale Rennes,2023-05-21
AGT_00093,SRC_AGT_00093,Claude de Pineau,SALES,CH_BRANCH,AGY_014,Equipe commerciale Rennes,2014-05-21
AGT_00094,SRC_AGT_00094,Michelle Barthelemy,SERVICE,CH_CALL_CENTER,AGY_014,Equipe service Rennes,2018-09-10
AGT_00095,SRC_AGT_00095,Georges Muller,SERVICE,CH_CALL_CENTER,AGY_014,Equipe service Rennes,2023-05-21
AGT_00096,SRC_AGT_00096,Capucine Bigot,CLAIMS,CH_CALL_CENTER,AGY_014,Equipe sinistres Rennes,2016-06-17
AGT_00097,SRC_AGT_00097,Marie-Odette Chauvet,RETENTION,CH_RETENTION_OUTBOUND,AGY_014,Equipe retention Rennes,2015-06-06
AGT_00098,SRC_AGT_00098,Odette Besson,HYBRID,CH_BROKER,AGY_014,Equipe courtage Rennes,2020-05-21
AGT_00099,SRC_AGT_00099,Nicolas Klein-Fontaine,SALES,CH_BRANCH,AGY_015,Equipe commerciale Brest,2015-08-16
AGT_00100,SRC_AGT_00100,Édouard Guillou,SALES,CH_BRANCH,AGY_015,Equipe commerciale Brest,2023-11-23
AGT_00101,SRC_AGT_00101,Marguerite Rodriguez,SERVICE,CH_CALL_CENTER,AGY_015,Equipe service Brest,2012-01-05
AGT_00102,SRC_AGT_00102,Alex du Lopes,SERVICE,CH_CALL_CENTER,AGY_015,Equipe service Brest,2019-04-09
AGT_00103,SRC_AGT_00103,Arthur-Timothée Navarro,CLAIMS,CH_CALL_CENTER,AGY_015,Equipe sinistres Brest,2022-12-16
AGT_00104,SRC_AGT_00104,Stéphane Leduc-Gaillard,RETENTION,CH_RETENTION_OUTBOUND,AGY_015,Equipe retention Brest,2012-06-08
AGT_00105,SRC_AGT_00105,Vincent de Vallée,HYBRID,CH_BROKER,AGY_015,Equipe courtage Brest,2014-07-05
AGT_00106,SRC_AGT_00106,Hortense Renault de Charrier,SALES,CH_BRANCH,AGY_016,Equipe commerciale Nantes,2020-02-21
AGT_00107,SRC_AGT_00107,Anastasie Mace,SALES,CH_BRANCH,AGY_016,Equipe commerciale Nantes,2018-11-24
AGT_00108,SRC_AGT_00108,Matthieu Letellier,SERVICE,CH_CALL_CENTER,AGY_016,Equipe service Nantes,2017-05-15
AGT_00109,SRC_AGT_00109,Claudine-Célina Menard,SERVICE,CH_CALL_CENTER,AGY_016,Equipe service Nantes,2013-04-19
AGT_00110,SRC_AGT_00110,Jacqueline Pierre du Maillard,CLAIMS,CH_CALL_CENTER,AGY_016,Equipe sinistres Nantes,2017-05-27
AGT_00111,SRC_AGT_00111,Émile Charpentier,RETENTION,CH_RETENTION_OUTBOUND,AGY_016,Equipe retention Nantes,2013-10-07
AGT_00112,SRC_AGT_00112,Élise Pineau,HYBRID,CH_BROKER,AGY_016,Equipe courtage Nantes,2013-12-02
AGT_00113,SRC_AGT_00113,Auguste du Joubert,SALES,CH_BRANCH,AGY_017,Equipe commerciale Strasbourg,2022-11-25
AGT_00114,SRC_AGT_00114,Luc Le Clément,SALES,CH_BRANCH,AGY_017,Equipe commerciale Strasbourg,2013-07-20
AGT_00115,SRC_AGT_00115,Renée Prévost de Becker,SERVICE,CH_CALL_CENTER,AGY_017,Equipe service Strasbourg,2023-12-12
AGT_00116,SRC_AGT_00116,Olivie-Pauline Hamel,SERVICE,CH_CALL_CENTER,AGY_017,Equipe service Strasbourg,2014-10-27
AGT_00117,SRC_AGT_00117,Eugène Klein,CLAIMS,CH_CALL_CENTER,AGY_017,Equipe sinistres Strasbourg,2014-11-17
AGT_00118,SRC_AGT_00118,Arthur Thomas-Charles,RETENTION,CH_RETENTION_OUTBOUND,AGY_017,Equipe retention Strasbourg,2022-08-29
AGT_00119,SRC_AGT_00119,Thibault Bègue,HYBRID,CH_BROKER,AGY_017,Equipe courtage Strasbourg,2015-09-14
AGT_00120,SRC_AGT_00120,Émile Camus,SALES,CH_BRANCH,AGY_018,Equipe commerciale Reims,2017-12-11
AGT_00121,SRC_AGT_00121,David Hamel,SALES,CH_BRANCH,AGY_018,Equipe commerciale Reims,2023-11-01
AGT_00122,SRC_AGT_00122,Laure Richard-Maillot,SERVICE,CH_CALL_CENTER,AGY_018,Equipe service Reims,2021-06-28
AGT_00123,SRC_AGT_00123,Renée de la Martin,SERVICE,CH_CALL_CENTER,AGY_018,Equipe service Reims,2016-10-01
AGT_00124,SRC_AGT_00124,Honoré Diaz-Samson,CLAIMS,CH_CALL_CENTER,AGY_018,Equipe sinistres Reims,2016-07-05
AGT_00125,SRC_AGT_00125,Jérôme Le Pires,RETENTION,CH_RETENTION_OUTBOUND,AGY_018,Equipe retention Reims,2018-12-28
AGT_00126,SRC_AGT_00126,Manon Renaud,HYBRID,CH_BROKER,AGY_018,Equipe courtage Reims,2020-12-12
AGT_00127,SRC_AGT_00127,Thomas-Grégoire Lévy,SALES,CH_BRANCH,AGY_019,Equipe commerciale Rouen,2020-05-17
AGT_00128,SRC_AGT_00128,Richard Gay,SALES,CH_BRANCH,AGY_019,Equipe commerciale Rouen,2021-10-28
AGT_00129,SRC_AGT_00129,Augustin Voisin,SERVICE,CH_CALL_CENTER,AGY_019,Equipe service Rouen,2023-08-10
AGT_00130,SRC_AGT_00130,Laurence Bonnet,SERVICE,CH_CALL_CENTER,AGY_019,Equipe service Rouen,2022-02-15
AGT_00131,SRC_AGT_00131,Denis Lenoir-Collet,CLAIMS,CH_CALL_CENTER,AGY_019,Equipe sinistres Rouen,2014-09-18
AGT_00132,SRC_AGT_00132,Théodore-Honoré Brunet,RETENTION,CH_RETENTION_OUTBOUND,AGY_019,Equipe retention Rouen,2017-07-23
AGT_00133,SRC_AGT_00133,Patrick Pereira,HYBRID,CH_BROKER,AGY_019,Equipe courtage Rouen,2017-01-14
AGT_00134,SRC_AGT_00134,Cécile Marchal,SALES,CH_BRANCH,AGY_020,Equipe commerciale Tours,2013-06-08
AGT_00135,SRC_AGT_00135,Gilbert Brun,SALES,CH_BRANCH,AGY_020,Equipe commerciale Tours,2019-08-01
AGT_00136,SRC_AGT_00136,Franck de la Mercier,SERVICE,CH_CALL_CENTER,AGY_020,Equipe service Tours,2012-06-21
AGT_00137,SRC_AGT_00137,Gabrielle Simon,SERVICE,CH_CALL_CENTER,AGY_020,Equipe service Tours,2017-02-28
AGT_00138,SRC_AGT_00138,Inès Toussaint,CLAIMS,CH_CALL_CENTER,AGY_020,Equipe sinistres Tours,2016-12-09
AGT_00139,SRC_AGT_00139,Brigitte-Hortense Buisson,RETENTION,CH_RETENTION_OUTBOUND,AGY_020,Equipe retention Tours,2012-02-28
AGT_00140,SRC_AGT_00140,Marc Pottier,HYBRID,CH_BROKER,AGY_020,Equipe courtage Tours,2013-08-04
AGT_00141,SRC_AGT_00141,Danielle Hoarau,SALES,CH_BRANCH,AGY_021,Equipe commerciale Dijon,2013-04-27
AGT_00142,SRC_AGT_00142,Franck Bailly,SALES,CH_BRANCH,AGY_021,Equipe commerciale Dijon,2017-02-18
AGT_00143,SRC_AGT_00143,Agathe Breton,SERVICE,CH_CALL_CENTER,AGY_021,Equipe service Dijon,2013-07-06
AGT_00144,SRC_AGT_00144,Marcelle Faivre-Bernard,SERVICE,CH_CALL_CENTER,AGY_021,Equipe service Dijon,2012-09-14
AGT_00145,SRC_AGT_00145,Frédéric Le Lelièvre,CLAIMS,CH_CALL_CENTER,AGY_021,Equipe sinistres Dijon,2019-05-30
AGT_00146,SRC_AGT_00146,Thierry Roche,RETENTION,CH_RETENTION_OUTBOUND,AGY_021,Equipe retention Dijon,2013-08-03
AGT_00147,SRC_AGT_00147,Matthieu Hebert,HYBRID,CH_BROKER,AGY_021,Equipe courtage Dijon,2023-07-13
AGT_00148,SRC_AGT_00148,Léon Hamel-Fernandez,SALES,CH_BRANCH,AGY_022,Equipe commerciale Ajaccio,2017-05-03
AGT_00149,SRC_AGT_00149,Margaret Le Pottier,SALES,CH_BRANCH,AGY_022,Equipe commerciale Ajaccio,2018-03-31
AGT_00150,SRC_AGT_00150,Hugues Gérard,SERVICE,CH_CALL_CENTER,AGY_022,Equipe service Ajaccio,2022-11-20
AGT_00151,SRC_AGT_00151,Jérôme de Charrier,SERVICE,CH_CALL_CENTER,AGY_022,Equipe service Ajaccio,2016-10-21
AGT_00152,SRC_AGT_00152,Céline Le Marin,CLAIMS,CH_CALL_CENTER,AGY_022,Equipe sinistres Ajaccio,2014-12-19
AGT_00153,SRC_AGT_00153,Alphonse Cordier,RETENTION,CH_RETENTION_OUTBOUND,AGY_022,Equipe retention Ajaccio,2022-08-08
AGT_00154,SRC_AGT_00154,William Dupont,HYBRID,CH_BROKER,AGY_022,Equipe courtage Ajaccio,2017-06-13
AGT_00155,SRC_AGT_00155,Nicolas De Oliveira,SALES,CH_BRANCH,AGY_023,Equipe commerciale Gueret,2022-08-10
AGT_00156,SRC_AGT_00156,Émile Da Costa,SALES,CH_BRANCH,AGY_023,Equipe commerciale Gueret,2021-02-16
AGT_00157,SRC_AGT_00157,Daniel Bertrand,SERVICE,CH_CALL_CENTER,AGY_023,Equipe service Gueret,2016-04-08
AGT_00158,SRC_AGT_00158,Thierry Garcia,SERVICE,CH_CALL_CENTER,AGY_023,Equipe service Gueret,2014-02-11
AGT_00159,SRC_AGT_00159,Jules Robin,CLAIMS,CH_CALL_CENTER,AGY_023,Equipe sinistres Gueret,2014-03-05
AGT_00160,SRC_AGT_00160,Gabriel du Arnaud,RETENTION,CH_RETENTION_OUTBOUND,AGY_023,Equipe retention Gueret,2021-09-01
AGT_00161,SRC_AGT_00161,Édouard Lopes du Mace,HYBRID,CH_BROKER,AGY_023,Equipe courtage Gueret,2019-12-12
AGT_00162,SRC_AGT_00162,Martine Fischer,SALES,CH_BRANCH,AGY_024,Equipe commerciale Aurillac,2021-07-01
AGT_00163,SRC_AGT_00163,Yves Dupré,SALES,CH_BRANCH,AGY_024,Equipe commerciale Aurillac,2021-03-21
AGT_00164,SRC_AGT_00164,Émilie du Charrier,SERVICE,CH_CALL_CENTER,AGY_024,Equipe service Aurillac,2022-06-22
AGT_00165,SRC_AGT_00165,Margaret Rossi,SERVICE,CH_CALL_CENTER,AGY_024,Equipe service Aurillac,2013-03-19
AGT_00166,SRC_AGT_00166,Paulette Pons,CLAIMS,CH_CALL_CENTER,AGY_024,Equipe sinistres Aurillac,2014-03-17
AGT_00167,SRC_AGT_00167,Thomas Leblanc,RETENTION,CH_RETENTION_OUTBOUND,AGY_024,Equipe retention Aurillac,2013-05-11
AGT_00168,SRC_AGT_00168,Olivie Leconte,HYBRID,CH_BROKER,AGY_024,Equipe courtage Aurillac,2021-01-11
