customer_id,source_customer_id,first_name,last_name,birth_date,gender,email,phone,geography_id,home_agency_id,acquisition_date,acquisition_channel_id,preferred_channel_id,employment_status,household_size,estimated_income_band,digital_profile,consent_email,consent_sms,consent_phone,customer_segment,risk_affinity_score,price_sensitivity_score,service_sensitivity_score,digital_engagement_score,loyalty_score,claim_propensity_score
CUST_00000049,SRC_CUST_00000049,Margot,Perret,1993-07-13,F,margot.perret.49@example.retainflow,+33657658890,GEO_COR_AJACCIO_20000,AGY_022,2022-04-27,CH_BRANCH,CH_EMAIL,RETIRED,3,MID,MEDIUM,true,true,false,FAMILY_PROTECTOR,0.3646,0.2188,0.4732,0.2537,0.4898,0.4569
CUST_00000050,SRC_CUST_00000050,Henri,Berger,1978-03-06,M,henri.berger.50@example.retainflow,+33721064651,GEO_NAQ_BORDEAUX_33000,AGY_010,2024-05-26,CH_BRANCH,CH_EMAIL,EMPLOYED,5,MID,MEDIUM,true,false,false,FAMILY_PROTECTOR,0.2597,0.4798,0.6155,0.4669,0.8864,0.1398
CUST_00000051,SRC_CUST_00000051,Claude,Bruneau,1980-08-28,F,claude.bruneau.51@example.retainflow,+33663604723,GEO_OCC_MONTPELLIER_34000,AGY_009,2021-11-16,CH_BROKER,CH_EMAIL,EMPLOYED,2,LOW,MEDIUM,false,true,false,PRICE_SENSITIVE,0.5302,0.8898,0.1577,0.8,0.5907,0.7022
CUST_00000052,SRC_CUST_00000052,Jean,Moulin,1961-06-19,M,jean.moulin.52@example.retainflow,,GEO_HDF_AMIENS_80000,AGY_013,2021-11-20,CH_PARTNER,CH_EMAIL,EMPLOYED,4,LOWER_MID,MEDIUM,true,true,false,LOW_ENGAGEMENT,0.328,0.3259,0.3684,0.4786,0.7857,0.3585
CUST_00000053,SRC_CUST_00000053,Josette,Langlois,1980-01-07,F,josette.langlois.53@example.retainflow,+33635621328,GEO_OCC_TOULOUSE_31000,AGY_008,2021-06-18,CH_CALL_CENTER,CH_EMAIL,EMPLOYED,2,MID,MEDIUM,true,false,true,PRICE_SENSITIVE,0.5321,0.7375,0.8172,0.542,0.7996,0.2471
CUST_00000054,SRC_CUST_00000054,Margaret,Gauthier,1970-02-08,F,margaret.gauthier.54@example.retainflow,+33761063384,GEO_NOR_ROUEN_76000,AGY_019,2020-12-31,CH_MOBILE,CH_EMAIL,EMPLOYED,2,MID,MEDIUM,true,false,true,DIGITAL_FIRST,0.8357,0.6042,0.3865,0.8333,0.9781,0.6107
CUST_00000055,SRC_CUST_00000055,Gilles,Leroy,1987-05-03,M,gilles.leroy.55@example.retainflow,+33654545410,GEO_ARA_LYON_69003,AGY_004,2022-09-07,CH_MOBILE,CH_EMAIL,EMPLOYED,2,MID,MEDIUM,true,false,true,DIGITAL_FIRST,0.241,0.4462,0.1903,0.7519,0.238,0.3024
CUST_00000056,SRC_CUST_00000056,Léon,Lombard,1988-08-17,M,léon.lombard.56@example.retainflow,+33734113039,GEO_BRE_RENNES_35000,AGY_014,2022-09-04,CH_WEB,CH_EMAIL,EMPLOYED,3,LOW,MEDIUM,true,false,true,FAMILY_PROTECTOR,0.5101,0.5485,0.7997,0.4546,0.1459,0.0764
CUST_00000057,SRC_CUST_00000057,Denis,Germain,1998-05-24,M,denis.germain.57@example.retainflow,+33724534372,GEO_IDF_PARIS_75015,AGY_001,2022-01-03,CH_BRANCH,CH_MOBILE,EMPLOYED,1,HIGH,HIGH,true,true,false,HIGH_VALUE,0.5977,0.3478,0.2448,0.3727,0.7243,0.3471
CUST_00000058,SRC_CUST_00000058,Timothée,Jacquot,1998-07-23,M,timothée.jacquot.58@example.retainflow,,GEO_BRE_BREST_29200,AGY_015,2024-03-21,CH_MOBILE,CH_MOBILE,EMPLOYED,2,UPPER_MID,HIGH,true,true,true,DIGITAL_FIRST,0.555,0.3443,0.0455,0.7581,0.5285,0.1257
CUST_00000059,SRC_CUST_00000059,Arnaude,Jacob,1998-08-04,F,arnaude.jacob.59@example.retainflow,+33637525409,GEO_IDF_SAINT_DENIS_93200,AGY_003,2021-05-09,CH_MOBILE,CH_MOBILE,SELF_EMPLOYED,2,MID,HIGH,true,true,true,LOW_ENGAGEMENT,0.2097,0.4283,0.1223,0.3799,0.4105,0.6543
CUST_00000060,SRC_CUST_00000060,Édith,Noël,1953-04-21,F,édith.noël.60@example.retainflow,+33745936728,GEO_IDF_BOULOGNE_92100,AGY_002,2020-09-21,CH_BROKER,CH_EMAIL,EMPLOYED,2,LOWER_MID,MEDIUM,false,false,false,PRICE_SENSITIVE,0.633,1.0,0.2442,0.564,0.4417,0.7025
CUST_00000061,SRC_CUST_00000061,Émilie,Bouchet,1979-03-19,F,émilie.bouchet.61@example.retainflow,+33732131105,GEO_BFC_DIJON_21000,AGY_021,2023-07-30,CH_BRANCH,CH_BRANCH,EMPLOYED,3,MID,LOW,false,false,true,FAMILY_PROTECTOR,0.5475,0.6985,0.4117,0.2749,1.0,0.3136
CUST_00000062,SRC_CUST_00000062,Cécile,Bonnet,1968-03-13,F,cécile.bonnet.62@example.retainflow,+33784817393,GEO_HDF_AMIENS_80000,AGY_013,2023-08-18,CH_CALL_CENTER,CH_CALL_CENTER,EMPLOYED,3,LOW,LOW,true,true,true,PRICE_SENSITIVE,0.0198,0.9605,0.2734,0.5509,0.5777,0.2711
CUST_00000063,SRC_CUST_00000063,Alice,Antoine,1977-01-10,F,alice.antoine.63@example.retainflow,+33670095934,GEO_GE_STRASBOURG_67000,AGY_017,2022-06-23,CH_BRANCH,CH_EMAIL,EMPLOYED,3,MID,MEDIUM,true,false,true,PRICE_SENSITIVE,0.1743,0.7454,0.2662,0.4334,0.8368,0.2
CUST_00000064,SRC_CUST_00000064,François,Collin,2005-02-10,M,françois.collin.64@example.retainflow,+33726418188,GEO_CVL_TOURS_37000,AGY_020,2025-05-31,CH_BRANCH,CH_EMAIL,UNEMPLOYED,3,MID,MEDIUM,false,false,true,DIGITAL_FIRST,0.3501,0.5756,0.3904,0.8522,0.8423,0.6628
CUST_00000065,SRC_CUST_00000065,Lorraine,Marques,1981-08-06,F,lorraine.marques.65@example.retainflow,+33644872955,GEO_OCC_TOULOUSE_31000,AGY_008,2022-07-15,CH_WEB,CH_MOBILE,UNEMPLOYED,3,UPPER_MID,HIGH,false,false,false,FAMILY_PROTECTOR,0.0778,0.5419,0.5101,0.3416,0.61,0.2404
CUST_00000066,SRC_CUST_00000066,Simone,Lebrun,1984-07-11,F,simone.lebrun.66@example.retainflow,+33613231445,GEO_IDF_BOULOGNE_92100,AGY_002,2023-02-05,CH_BRANCH,CH_MOBILE,SELF_EMPLOYED,3,MID,HIGH,true,false,false,FAMILY_PROTECTOR,0.2518,0.0269,0.1752,0.2902,0.8595,0.5862
CUST_00000067,SRC_CUST_00000067,Jeannine,De Sousa,1988-02-22,F,jeannine.de sousa.67@example.retainflow,+33699983284,GEO_NOR_ROUEN_76000,AGY_019,2024-09-03,CH_BRANCH,CH_EMAIL,EMPLOYED,2,MID,MEDIUM,true,false,true,LOW_ENGAGEMENT,0.2822,0.4825,0.773,0.2462,0.7635,0.2829
CUST_00000068,SRC_CUST_00000068,Nicole,Lecoq,1989-06-09,F,nicole.lecoq.68@example.retainflow,+33674325732,GEO_ARA_GRENOBLE_38000,AGY_005,2024-08-04,CH_BRANCH,CH_MOBILE,SELF_EMPLOYED,2,MID,HIGH,true,true,false,DIGITAL_FIRST,0.0922,0.6471,0.1998,0.945,0.3806,0.056
CUST_00000069,SRC_CUST_00000069,Benoît,Raynaud,1972-06-21,M,benoît.raynaud.69@example.retainflow,,GEO_GE_REIMS_51100,AGY_018,2020-04-14,CH_CALL_CENTER,CH_MOBILE,EMPLOYED,3,MID,HIGH,true,true,false,FAMILY_PROTECTOR,0.501,0.389,0.7337,0.359,0.5014,0.217
CUST_00000070,SRC_CUST_00000070,Emmanuel,Philippe,1971-01-18,M,emmanuel.philippe.70@example.retainflow,+33700153645,GEO_NAQ_BORDEAUX_33000,AGY_010,2025-04-18,CH_MOBILE,CH_EMAIL,UNEMPLOYED,2,UPPER_MID,MEDIUM,true,false,false,HIGH_VALUE,0.5027,0.5385,0.5058,0.6513,1.0,0.4843
CUST_00000071,SRC_CUST_00000071,Sophie,Breton,1985-11-27,F,sophie.breton.71@example.retainflow,+33785153288,GEO_NOR_ROUEN_76000,AGY_019,2023-06-07,CH_CALL_CENTER,CH_MOBILE,UNEMPLOYED,1,LOW,HIGH,true,true,true,DIGITAL_FIRST,0.1557,0.412,0.5296,0.7787,0.6727,0.1497
CUST_00000072,SRC_CUST_00000072,Émilie,Dupuy,2001-02-25,F,émilie.dupuy.72@example.retainflow,+33794230128,GEO_BRE_BREST_29200,AGY_015,2025-11-01,CH_WEB,CH_MOBILE,SELF_EMPLOYED,4,LOWER_MID,HIGH,true,false,false,LOW_ENGAGEMENT,0.8634,0.696,0.4204,0.4794,0.9241,0.1599
CUST_00000073,SRC_CUST_00000073,François,Bouchet,1965-03-20,M,françois.bouchet.73@example.retainflow,+33696260662,GEO_NOR_ROUEN_76000,AGY_019,2024-10-10,CH_CALL_CENTER,CH_EMAIL,RETIRED,3,MID,MEDIUM,true,false,false,PRICE_SENSITIVE,0.7466,0.8033,0.4584,0.191,0.8281,0.2227
CUST_00000074,SRC_CUST_00000074,Xavier,Gay,1977-04-18,M,xavier.gay.74@example.retainflow,+33708253842,GEO_OCC_MONTPELLIER_34000,AGY_009,2022-07-06,CH_WEB,CH_MOBILE,UNEMPLOYED,2,HIGH,HIGH,true,false,true,LOW_ENGAGEMENT,0.7395,0.2678,0.6185,0.5769,0.5422,0.8441
CUST_00000075,SRC_CUST_00000075,Suzanne,Roche,2000-12-24,F,suzanne.roche.75@example.retainflow,,GEO_PACA_NICE_06000,AGY_007,2020-01-01,CH_BRANCH,CH_MOBILE,RETIRED,1,UPPER_MID,HIGH,true,true,true,DIGITAL_FIRST,0.3679,0.6241,0.7288,0.8045,0.9336,0.4833
CUST_00000076,SRC_CUST_00000076,Odette,Couturier,1997-12-24,F,odette.couturier.76@example.retainflow,+33788305945,GEO_ARA_LYON_69003,AGY_004,2021-05-19,CH_BRANCH,CH_MOBILE,EMPLOYED,2,UPPER_MID,HIGH,true,true,true,PRICE_SENSITIVE,0.7674,0.7473,0.4703,0.9479,0.6029,0.2303
